idcompra,idcanalvenda,bandeira,Data,Preço,Preço_com_frete,Nome_Departamento,estado,cliente_Log,idade,renda,Faixa de Preço,Faixa de Idade,Faixa de Renda,Mes,Dia_da_Semana,Nome_Estado
212370,Internet,B,2023-04-20,87.92,95.912,Eletroportateis,SP,25149,55,6651,até 500,50 a 79,4.000 a 9.999,APR,Quinta-feira,São Paulo
241185,Aplicativo,B,2023-03-08,495.84,518.08,Automotivo,RS,2747,50,8238,até 500,50 a 79,4.000 a 9.999,MAR,Quarta-feira,Rio Grande do Sul
377595,Internet,A,2023-04-05,191.92000000000002,200.712,Bebes,RJ,7143,25,14805,até 500,20 a 34,10.000 a 14.999,APR,Quarta-feira,Rio de Janeiro
408900,Mobile,A,2023-02-21,43.92,45.512,Bebes,SP,19800,77,11268,até 500,50 a 79,10.000 a 14.999,FEB,Terça-feira,São Paulo
264905,Aplicativo,B,2023-01-18,639.2,671.12,Moveis,DF,26288,86,2237,500 a 1.499,80 ou mais,2.000 a 3.999,JAN,Quarta-feira,Distrito Federal
349385,Aplicativo,A,2023-03-07,99.2,100.8,Bebes,SP,14697,86,10512,até 500,80 ou mais,10.000 a 14.999,MAR,Terça-feira,São Paulo
385790,Internet,A,2023-01-19,311.91999999999996,319.912,Eletroportateis,SP,27597,48,3139,até 500,35 a 49,2.000 a 3.999,JAN,Quinta-feira,São Paulo
5040,Mobile,B,2023-04-09,3839.2,3886.0,Telefones_e_Celulares,RS,1502,19,12757,3.000 a 4.999,até 20,10.000 a 14.999,APR,Domingo,Rio Grande do Sul
43595,Mobile,A,2023-04-17,79.92,83.112,Bebes,RJ,5410,62,7672,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,Rio de Janeiro
285060,Internet,A,2023-03-28,133.848,141.768,Audio,CE,26681,89,12614,até 500,80 ou mais,10.000 a 14.999,MAR,Terça-feira,Ceará
334185,Mobile,A,2023-03-09,42.72,45.536,Produtos_de_Limpeza,AL,16403,38,10781,até 500,35 a 49,10.000 a 14.999,MAR,Quinta-feira,Alagoas
1265,Internet,A,2023-02-28,23.919999999999998,26.872000000000003,Brinquedos,SP,26841,84,3178,até 500,80 ou mais,2.000 a 3.999,FEB,Terça-feira,São Paulo
1480,Aplicativo,B,2023-01-29,355.91999999999996,363.11199999999997,Eletroportateis,PE,25655,39,5987,até 500,35 a 49,4.000 a 9.999,JAN,Domingo,Pernambuco
167040,Mobile,B,2023-04-09,35.928,40.04,Eletroportateis,BA,13665,37,8412,até 500,35 a 49,4.000 a 9.999,APR,Domingo,Bahia
212340,Internet,A,2023-03-04,39.2,43.12,Acessorios_e_Inovacoes,RJ,18677,79,4001,até 500,50 a 79,4.000 a 9.999,MAR,Sábado,Rio de Janeiro
218990,Internet,B,2023-03-07,2359.2,2379.12,Informatica,DF,27237,84,13177,1.500 a 2.999,80 ou mais,10.000 a 14.999,MAR,Terça-feira,Distrito Federal
318020,Internet,B,2023-04-28,783.216,805.952,Esporte_e_Lazer,RJ,15608,32,1878,500 a 1.499,20 a 34,até 2000,APR,Sexta-feira,Rio de Janeiro
411545,Internet,A,2023-03-30,106.32000000000001,107.91199999999999,Bebes,PR,6230,39,6050,até 500,35 a 49,4.000 a 9.999,MAR,Quinta-feira,Paraná
81555,Aplicativo,A,2023-02-18,79.92,81.512,Bebes,CE,5822,62,11443,até 500,50 a 79,10.000 a 14.999,FEB,Sábado,Ceará
189575,Internet,A,2023-03-05,2807.2799999999997,2827.2,Informatica,SP,8039,22,14687,1.500 a 2.999,20 a 34,10.000 a 14.999,MAR,Domingo,São Paulo
264330,Mobile,A,2023-04-13,159.92000000000002,165.512,Bebes,RJ,10156,52,11256,até 500,50 a 79,10.000 a 14.999,APR,Quinta-feira,Rio de Janeiro
307020,Internet,A,2023-01-25,77.52000000000001,87.592,Brinquedos,RJ,13267,40,8554,até 500,35 a 49,4.000 a 9.999,JAN,Quarta-feira,Rio de Janeiro
362965,Mobile,B,2023-02-23,130.32,133.512,Bebes,SP,14995,47,5505,até 500,35 a 49,4.000 a 9.999,FEB,Quinta-feira,São Paulo
416405,Mobile,A,2023-01-19,2268.4,2304.32,TVs_e_Acessorios,SP,27736,58,5242,1.500 a 2.999,50 a 79,4.000 a 9.999,JAN,Quinta-feira,São Paulo
424685,Aplicativo,B,2023-04-03,1396.024,1403.944,Eletrodomesticos,RJ,15986,86,8930,500 a 1.499,80 ou mais,4.000 a 9.999,APR,Segunda-feira,Rio de Janeiro
428700,Aplicativo,B,2023-03-25,679.2,687.12,Eletrodomesticos,SP,22706,76,3802,500 a 1.499,50 a 79,2.000 a 3.999,MAR,Sábado,São Paulo
454840,Internet,B,2023-04-21,1039.2,1047.1200000000001,Eletrodomesticos,RJ,25129,53,11891,500 a 1.499,50 a 79,10.000 a 14.999,APR,Sexta-feira,Rio de Janeiro
479915,Mobile,A,2023-02-16,79.92,83.112,Bebes,MG,19233,21,9305,até 500,20 a 34,4.000 a 9.999,FEB,Quinta-feira,Minas Gerais
119265,Mobile,B,2023-04-21,279.91999999999996,295.912,Eletroportateis,MG,11110,83,12383,até 500,80 ou mais,10.000 a 14.999,APR,Sexta-feira,Minas Gerais
123320,Internet,A,2023-03-29,373.68,393.6,Audio,RJ,8003,69,3325,até 500,50 a 79,2.000 a 3.999,MAR,Quarta-feira,Rio de Janeiro
139485,Mobile,A,2023-02-01,63.92,67.912,Eletroportateis,BA,25240,20,3925,até 500,20 a 34,2.000 a 3.999,FEB,Quarta-feira,Bahia
221675,Aplicativo,A,2023-02-25,1287.2,1307.904,Telefones_e_Celulares,SP,4082,48,7107,500 a 1.499,35 a 49,4.000 a 9.999,FEB,Sábado,São Paulo
466085,Internet,A,2023-02-01,33.6,36.0,Perfumaria,RJ,23522,38,2110,até 500,35 a 49,2.000 a 3.999,FEB,Quarta-feira,Rio de Janeiro
84085,Mobile,A,2023-04-20,40.56,42.144,Bebes,SP,9567,60,4149,até 500,50 a 79,4.000 a 9.999,APR,Quinta-feira,São Paulo
137055,Aplicativo,B,2023-03-09,87.92,98.24,Utilidades_Domesticas,SP,15283,48,7201,até 500,35 a 49,4.000 a 9.999,MAR,Quinta-feira,São Paulo
206825,Mobile,B,2023-01-14,2407.68,2422.144,Telefones_e_Celulares,AL,18653,84,3925,1.500 a 2.999,80 ou mais,2.000 a 3.999,JAN,Sábado,Alagoas
375620,Mobile,A,2023-02-07,43.92,46.312,Bebes,RS,12138,82,10717,até 500,80 ou mais,10.000 a 14.999,FEB,Terça-feira,Rio Grande do Sul
44195,Mobile,B,2023-03-03,719.2,727.12,Eletrodomesticos,RJ,25273,70,7715,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Sexta-feira,Rio de Janeiro
151370,Mobile,A,2023-01-23,536.72,548.3199999999999,Eletrodomesticos,SP,18779,23,6897,500 a 1.499,20 a 34,4.000 a 9.999,JAN,Segunda-feira,São Paulo
372510,Aplicativo,B,2023-04-18,33.6,37.6,Perfumaria,SP,14411,85,14013,até 500,80 ou mais,10.000 a 14.999,APR,Terça-feira,São Paulo
484335,Aplicativo,A,2023-02-04,33.6,36.0,Perfumaria,RS,19386,33,14726,até 500,20 a 34,10.000 a 14.999,FEB,Sábado,Rio Grande do Sul
32545,Internet,A,2023-01-14,2159.92,2188.456,Casa_e_Construcao,RJ,2679,43,11408,1.500 a 2.999,35 a 49,10.000 a 14.999,JAN,Sábado,Rio de Janeiro
47170,Internet,A,2023-01-31,92.47999999999999,100.47200000000001,Bebes,CE,8201,20,8822,até 500,20 a 34,4.000 a 9.999,JAN,Terça-feira,Ceará
148645,Aplicativo,B,2023-04-28,127.92,140.64000000000001,Utilidades_Domesticas,SP,11414,44,9507,até 500,35 a 49,4.000 a 9.999,APR,Sexta-feira,São Paulo
364560,Mobile,A,2023-02-04,2319.3599999999997,2339.0080000000003,Telefones_e_Celulares,RS,2051,63,10130,1.500 a 2.999,50 a 79,10.000 a 14.999,FEB,Sábado,Rio Grande do Sul
34555,Aplicativo,A,2023-01-11,1055.6799999999998,1100.16,Automotivo,RJ,6467,29,9480,500 a 1.499,20 a 34,4.000 a 9.999,JAN,Quarta-feira,Rio de Janeiro
103125,Mobile,A,2023-04-24,106.32000000000001,109.51199999999999,Bebes,SP,12587,54,2287,até 500,50 a 79,2.000 a 3.999,APR,Segunda-feira,São Paulo
152735,Mobile,B,2023-02-04,111.92,119.91199999999999,Eletroportateis,SP,11269,80,1510,até 500,80 ou mais,até 2000,FEB,Sábado,São Paulo
181620,Internet,B,2023-01-25,87.92,90.24,Acessorios_e_Inovacoes,MG,19429,49,11627,até 500,35 a 49,10.000 a 14.999,JAN,Quarta-feira,Minas Gerais
182775,Internet,A,2023-02-04,35.92,37.512,Bebes,RJ,24592,46,7004,até 500,35 a 49,4.000 a 9.999,FEB,Sábado,Rio de Janeiro
266910,Aplicativo,B,2023-02-25,227.92,277.28000000000003,Pet_Shop,RJ,19352,78,9332,até 500,50 a 79,4.000 a 9.999,FEB,Sábado,Rio de Janeiro
372570,Aplicativo,A,2023-01-27,99.2,105.58399999999999,Bebes,RJ,11908,76,9031,até 500,50 a 79,4.000 a 9.999,JAN,Sexta-feira,Rio de Janeiro
417905,Internet,B,2023-01-23,455.2,485.576,Brinquedos,AL,21914,20,2808,até 500,20 a 34,2.000 a 3.999,JAN,Segunda-feira,Alagoas
35185,Mobile,A,2023-01-24,125.52000000000001,127.112,Bebes,MG,12146,38,10630,até 500,35 a 49,10.000 a 14.999,JAN,Terça-feira,Minas Gerais
119240,Mobile,A,2023-01-21,687.2,707.12,Audio,PR,12093,77,7434,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Sábado,Paraná
292720,Aplicativo,B,2023-02-24,1055.6799999999998,1093.76,Automotivo,MG,24957,22,7368,500 a 1.499,20 a 34,4.000 a 9.999,FEB,Sexta-feira,Minas Gerais
103155,Mobile,A,2023-01-19,83.92,85.512,Bebes,PR,12788,36,13015,até 500,35 a 49,10.000 a 14.999,JAN,Quinta-feira,Paraná
172320,Internet,A,2023-04-03,107.928,117.44800000000001,Utilidades_Domesticas,RJ,17682,39,4302,até 500,35 a 49,4.000 a 9.999,APR,Segunda-feira,Rio de Janeiro
201415,Mobile,A,2023-04-20,143.92000000000002,151.91199999999998,Eletroportateis,RJ,24313,48,9088,até 500,35 a 49,4.000 a 9.999,APR,Quinta-feira,Rio de Janeiro
229340,Internet,A,2023-01-05,1439.2,1479.1200000000001,Eletrodomesticos,RJ,10607,83,5939,500 a 1.499,80 ou mais,4.000 a 9.999,JAN,Quinta-feira,Rio de Janeiro
347975,Mobile,A,2023-01-02,207.92,218.24,Utilidades_Domesticas,DF,14998,34,3118,até 500,20 a 34,2.000 a 3.999,JAN,Segunda-feira,Distrito Federal
397160,Internet,B,2023-01-29,135.92000000000002,143.91199999999998,Acessorios_e_Inovacoes,PE,518,55,5358,até 500,50 a 79,4.000 a 9.999,JAN,Domingo,Pernambuco
474495,Internet,A,2023-01-12,355.91999999999996,363.912,Eletroportateis,MG,12436,40,2811,até 500,35 a 49,2.000 a 3.999,JAN,Quinta-feira,Minas Gerais
67315,Internet,B,2023-02-20,227.92,239.304,Pet_Shop,RJ,14866,53,14779,até 500,50 a 79,10.000 a 14.999,FEB,Segunda-feira,Rio de Janeiro
84270,Internet,A,2023-02-21,39.2,43.12,Acessorios_e_Inovacoes,RS,17104,72,11223,até 500,50 a 79,10.000 a 14.999,FEB,Terça-feira,Rio Grande do Sul
265910,Internet,B,2023-03-28,391.91999999999996,399.912,Bebes,RS,24249,27,8154,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,Rio Grande do Sul
488680,Internet,B,2023-02-12,279.2,280.79200000000003,Bebes,MG,16787,87,4846,até 500,80 ou mais,4.000 a 9.999,FEB,Domingo,Minas Gerais
79050,Mobile,A,2023-02-04,135.92000000000002,151.91199999999998,Eletroportateis,MG,13473,43,12275,até 500,35 a 49,10.000 a 14.999,FEB,Sábado,Minas Gerais
87715,Internet,B,2023-01-05,307.91999999999996,350.96799999999996,Ferramentas,RJ,17780,27,14815,até 500,20 a 34,10.000 a 14.999,JAN,Quinta-feira,Rio de Janeiro
149610,Internet,A,2023-01-21,2879.2,2891.12,Eletrodomesticos,SP,22455,44,4097,1.500 a 2.999,35 a 49,4.000 a 9.999,JAN,Sábado,São Paulo
232945,Mobile,B,2023-01-05,1087.2,1095.1200000000001,Eletrodomesticos,MG,20147,20,3129,500 a 1.499,20 a 34,2.000 a 3.999,JAN,Quinta-feira,Minas Gerais
279465,Internet,A,2023-01-31,2879.2,2895.12,Informatica,SP,13461,46,4095,1.500 a 2.999,35 a 49,4.000 a 9.999,JAN,Terça-feira,São Paulo
413260,Mobile,A,2023-04-25,79.92,87.912,Eletroportateis,SP,3663,39,6980,até 500,35 a 49,4.000 a 9.999,APR,Terça-feira,São Paulo
417590,Internet,A,2023-02-28,53.52,61.312,Brinquedos,SP,7760,62,2817,até 500,50 a 79,2.000 a 3.999,FEB,Terça-feira,São Paulo
420215,Internet,A,2023-04-17,375.91999999999996,391.84000000000003,Eletrodomesticos,MG,17829,38,10999,até 500,35 a 49,10.000 a 14.999,APR,Segunda-feira,Minas Gerais
54505,Internet,B,2023-04-16,143.92000000000002,155.84,Malas_e_Mochilas,SP,11611,65,11070,até 500,50 a 79,10.000 a 14.999,APR,Domingo,São Paulo
130505,Mobile,B,2023-02-20,266.0,308.616,Ar_e_Ventilacao,SP,1771,49,12293,até 500,35 a 49,10.000 a 14.999,FEB,Segunda-feira,São Paulo
131355,Internet,A,2023-02-13,69.36,70.944,Bebes,SP,9782,80,2589,até 500,80 ou mais,2.000 a 3.999,FEB,Segunda-feira,São Paulo
132960,Internet,B,2023-01-21,151.2,159.192,Moveis,RJ,4782,88,4193,até 500,80 ou mais,4.000 a 9.999,JAN,Sábado,Rio de Janeiro
151355,Mobile,A,2023-03-13,496.71999999999997,511.04799999999994,Eletrodomesticos,RJ,8961,59,11929,até 500,50 a 79,10.000 a 14.999,MAR,Segunda-feira,Rio de Janeiro
242495,Aplicativo,A,2023-03-26,71.92,75.912,Eletroportateis,MG,3086,19,10098,até 500,até 20,10.000 a 14.999,MAR,Domingo,Minas Gerais
249830,Aplicativo,B,2023-03-17,2359.2,2375.12,Informatica,SP,23024,44,9170,1.500 a 2.999,35 a 49,4.000 a 9.999,MAR,Sexta-feira,São Paulo
294115,Aplicativo,A,2023-02-27,2719.2,2739.12,Informatica,RJ,18179,22,2069,1.500 a 2.999,20 a 34,2.000 a 3.999,FEB,Segunda-feira,Rio de Janeiro
362050,Internet,A,2023-01-13,1410.416,1436.968,Games,SP,16376,33,6627,500 a 1.499,20 a 34,4.000 a 9.999,JAN,Sexta-feira,São Paulo
469065,Mobile,A,2023-04-19,130.32,133.512,Bebes,PR,8458,82,9805,até 500,80 ou mais,4.000 a 9.999,APR,Quarta-feira,Paraná
22710,Mobile,A,2023-03-07,106.32000000000001,107.91199999999999,Bebes,RJ,24303,87,9341,até 500,80 ou mais,4.000 a 9.999,MAR,Terça-feira,Rio de Janeiro
266215,Internet,B,2023-04-26,23.919999999999998,33.44,Utilidades_Domesticas,RJ,16962,48,9200,até 500,35 a 49,4.000 a 9.999,APR,Quarta-feira,Rio de Janeiro
275945,Mobile,A,2023-01-22,223.92,231.91199999999998,Bebes,MG,16486,55,5435,até 500,50 a 79,4.000 a 9.999,JAN,Domingo,Minas Gerais
489355,Aplicativo,A,2023-01-26,894.4,908.64,Automotivo,RJ,15191,72,6076,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Quinta-feira,Rio de Janeiro
84865,Internet,A,2023-02-04,375.91999999999996,391.84000000000003,Eletrodomesticos,SP,20440,34,3942,até 500,20 a 34,2.000 a 3.999,FEB,Sábado,São Paulo
118745,Aplicativo,A,2023-02-26,1711.2,1719.1200000000001,Eletrodomesticos,SP,538,34,12808,1.500 a 2.999,20 a 34,10.000 a 14.999,FEB,Domingo,São Paulo
181155,Mobile,A,2023-02-18,179.76,181.344,Bebes,SP,21501,58,8703,até 500,50 a 79,4.000 a 9.999,FEB,Sábado,São Paulo
201075,Aplicativo,A,2023-03-30,743.2,811.12,Moveis,RJ,11975,52,6961,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Rio de Janeiro
266390,Mobile,A,2023-03-28,74.736,81.848,Beleza_e_Saude,PE,1171,81,12806,até 500,80 ou mais,10.000 a 14.999,MAR,Terça-feira,Pernambuco
362770,Mobile,A,2023-03-20,231.92,242.24,Utilidades_Domesticas,BA,1883,59,2307,até 500,50 a 79,2.000 a 3.999,MAR,Segunda-feira,Bahia
391725,Aplicativo,A,2023-02-01,175.92000000000002,177.512,Bebes,PR,14796,73,9883,até 500,50 a 79,4.000 a 9.999,FEB,Quarta-feira,Paraná
177615,Mobile,A,2023-01-15,223.92,231.91199999999998,Bebes,SP,1952,66,11165,até 500,50 a 79,10.000 a 14.999,JAN,Domingo,São Paulo
177740,Aplicativo,B,2023-04-25,99.92,103.112,Bebes,RJ,12787,73,11924,até 500,50 a 79,10.000 a 14.999,APR,Terça-feira,Rio de Janeiro
405565,Internet,A,2023-03-06,271.91999999999996,284.64,Utilidades_Domesticas,MG,2913,21,8910,até 500,20 a 34,4.000 a 9.999,MAR,Segunda-feira,Minas Gerais
434310,Internet,B,2023-01-21,295.91999999999996,314.136,Brinquedos,RS,18659,69,13612,até 500,50 a 79,10.000 a 14.999,JAN,Sábado,Rio Grande do Sul
139000,Internet,B,2023-03-20,23.919999999999998,34.239999999999995,Utilidades_Domesticas,MG,12441,18,11947,até 500,até 20,10.000 a 14.999,MAR,Segunda-feira,Minas Gerais
173995,Mobile,B,2023-02-18,71.92,82.24,Utilidades_Domesticas,SP,25717,48,8442,até 500,35 a 49,4.000 a 9.999,FEB,Sábado,São Paulo
181225,Aplicativo,A,2023-04-07,92.88,100.872,Moveis,RJ,14588,47,4250,até 500,35 a 49,4.000 a 9.999,APR,Sexta-feira,Rio de Janeiro
366020,Mobile,A,2023-03-28,130.32,133.512,Bebes,MG,14622,59,5668,até 500,50 a 79,4.000 a 9.999,MAR,Terça-feira,Minas Gerais
373610,Mobile,A,2023-03-02,319.2,335.12,Eletrodomesticos,SP,5564,33,14877,até 500,20 a 34,10.000 a 14.999,MAR,Quinta-feira,São Paulo
399225,Internet,B,2023-04-15,175.2,179.12,Acessorios_e_Inovacoes,SP,7004,42,7887,até 500,35 a 49,4.000 a 9.999,APR,Sábado,São Paulo
412845,Internet,A,2023-04-19,69.576,78.232,Perfumaria,PR,12095,30,8410,até 500,20 a 34,4.000 a 9.999,APR,Quarta-feira,Paraná
476435,Mobile,A,2023-04-16,99.2,107.19200000000001,Bebes,BA,17880,69,6204,até 500,50 a 79,4.000 a 9.999,APR,Domingo,Bahia
53500,Mobile,A,2023-02-15,111.92,115.91199999999999,Eletroportateis,RS,26902,54,5149,até 500,50 a 79,4.000 a 9.999,FEB,Quarta-feira,Rio Grande do Sul
353375,Internet,B,2023-01-20,139.99200000000002,143.416,Brinquedos,RJ,21563,71,3250,até 500,50 a 79,2.000 a 3.999,JAN,Sexta-feira,Rio de Janeiro
398865,Mobile,B,2023-01-11,159.6,167.4,Beleza_e_Saude,MG,26604,77,14122,até 500,50 a 79,10.000 a 14.999,JAN,Quarta-feira,Minas Gerais
1385,Mobile,B,2023-03-16,263.2,311.192,Moveis,PE,17249,46,10349,até 500,35 a 49,10.000 a 14.999,MAR,Quinta-feira,Pernambuco
87955,Mobile,A,2023-03-05,106.32000000000001,107.91199999999999,Bebes,GO,11656,41,6934,até 500,35 a 49,4.000 a 9.999,MAR,Domingo,Goiás
143680,Internet,B,2023-01-16,87.92,90.24,Acessorios_e_Inovacoes,SP,3366,25,5830,até 500,20 a 34,4.000 a 9.999,JAN,Segunda-feira,São Paulo
164695,Mobile,A,2023-04-02,106.32000000000001,109.51199999999999,Bebes,RS,10920,54,6382,até 500,50 a 79,4.000 a 9.999,APR,Domingo,Rio Grande do Sul
311355,Aplicativo,A,2023-04-27,131.92000000000002,137.512,Bebes,GO,23481,31,12771,até 500,20 a 34,10.000 a 14.999,APR,Quinta-feira,Goiás
314405,Internet,A,2023-01-11,39.92,49.727999999999994,Utilidades_Domesticas,PR,4315,42,3127,até 500,35 a 49,2.000 a 3.999,JAN,Quarta-feira,Paraná
458845,Internet,A,2023-01-18,106.32000000000001,109.51199999999999,Bebes,SP,11012,36,6056,até 500,35 a 49,4.000 a 9.999,JAN,Quarta-feira,São Paulo
92920,Internet,A,2023-03-08,959.2,975.1200000000001,Audio,SP,27310,67,7994,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Quarta-feira,São Paulo
211675,Internet,B,2023-01-31,671.2,687.12,Eletrodomesticos,RJ,8931,87,5865,500 a 1.499,80 ou mais,4.000 a 9.999,JAN,Terça-feira,Rio de Janeiro
363050,Mobile,B,2023-01-05,879.2,895.1200000000001,Moveis,RJ,10987,61,9420,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Quinta-feira,Rio de Janeiro
459600,Aplicativo,B,2023-04-22,599.2,615.12,Eletrodomesticos,RJ,17722,39,10050,500 a 1.499,35 a 49,10.000 a 14.999,APR,Sábado,Rio de Janeiro
462265,Mobile,B,2023-02-26,147.2,155.12,Audio,SP,10062,23,9852,até 500,20 a 34,4.000 a 9.999,FEB,Domingo,São Paulo
483095,Internet,B,2023-01-17,279.91999999999996,290.24,Utilidades_Domesticas,PE,17721,20,13939,até 500,20 a 34,10.000 a 14.999,JAN,Terça-feira,Pernambuco
159690,Internet,B,2023-02-10,87.92,90.24,Acessorios_e_Inovacoes,SP,12826,25,6019,até 500,20 a 34,4.000 a 9.999,FEB,Sexta-feira,São Paulo
415040,Internet,A,2023-04-29,39.2,47.12,Acessorios_e_Inovacoes,SP,7096,20,8001,até 500,20 a 34,4.000 a 9.999,APR,Sábado,São Paulo
495580,Internet,B,2023-02-07,39.2,43.12,Acessorios_e_Inovacoes,SP,25445,58,5394,até 500,50 a 79,4.000 a 9.999,FEB,Terça-feira,São Paulo
118875,Aplicativo,B,2023-03-11,906.5891285439033,1431.2,TVs_e_Acessorios,MS,22563,54,6825,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Sábado,Mato Grosso do Sul
201720,Internet,A,2023-04-01,125.52000000000001,127.112,Bebes,SP,15337,42,4869,até 500,35 a 49,4.000 a 9.999,APR,Sábado,São Paulo
380825,Aplicativo,B,2023-02-25,136.728,144.72,Eletroportateis,RJ,27596,85,13436,até 500,80 ou mais,10.000 a 14.999,FEB,Sábado,Rio de Janeiro
455415,Aplicativo,A,2023-01-16,106.32000000000001,109.51199999999999,Bebes,SP,7098,37,10513,até 500,35 a 49,10.000 a 14.999,JAN,Segunda-feira,São Paulo
136435,Mobile,A,2023-02-22,167.92000000000002,177.72,Eletroportateis,RJ,20468,31,2368,até 500,20 a 34,2.000 a 3.999,FEB,Quarta-feira,Rio de Janeiro
146045,Mobile,B,2023-03-01,191.92000000000002,202.24,Utilidades_Domesticas,RJ,19218,48,3298,até 500,35 a 49,2.000 a 3.999,MAR,Quarta-feira,Rio de Janeiro
241105,Aplicativo,A,2023-04-27,107.92,109.51199999999999,Bebes,SP,2805,47,7980,até 500,35 a 49,4.000 a 9.999,APR,Quinta-feira,São Paulo
369030,Mobile,B,2023-01-09,959.9200000000001,967.912,Eletroportateis,SP,2053,71,3034,500 a 1.499,50 a 79,2.000 a 3.999,JAN,Segunda-feira,São Paulo
439665,Mobile,B,2023-03-23,167.92000000000002,174.31199999999998,Bebes,PR,7393,79,9213,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Paraná
151700,Aplicativo,A,2023-03-02,39.92,41.384,Brinquedos,MG,14879,56,6398,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Minas Gerais
311325,Internet,A,2023-03-10,1279.6799999999998,1343.3600000000001,Automotivo,SP,10303,52,9697,500 a 1.499,50 a 79,4.000 a 9.999,MAR,Sexta-feira,São Paulo
398845,Aplicativo,A,2023-03-13,455.2,480.13599999999997,Brinquedos,SP,5846,44,4753,até 500,35 a 49,4.000 a 9.999,MAR,Segunda-feira,São Paulo
460255,Mobile,A,2023-03-22,79.92,81.512,Bebes,RJ,18684,43,13834,até 500,35 a 49,10.000 a 14.999,MAR,Quarta-feira,Rio de Janeiro
174830,Internet,B,2023-01-11,127.2,131.12,Acessorios_e_Inovacoes,BA,8140,62,11399,até 500,50 a 79,10.000 a 14.999,JAN,Quarta-feira,Bahia
198620,Mobile,A,2023-04-09,107.92,109.51199999999999,Bebes,PR,134,36,7950,até 500,35 a 49,4.000 a 9.999,APR,Domingo,Paraná
262970,Mobile,B,2023-02-27,230.32800000000003,270.248,Eletrodomesticos,SP,19938,20,7376,até 500,20 a 34,4.000 a 9.999,FEB,Segunda-feira,São Paulo
404300,Internet,B,2023-04-24,151.92000000000002,162.31199999999998,Eletroportateis,SP,20993,73,8942,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,São Paulo
22600,Internet,A,2023-03-06,105.28,106.88,Bebes,SP,1857,21,5157,até 500,20 a 34,4.000 a 9.999,MAR,Segunda-feira,São Paulo
153000,Mobile,A,2023-03-09,34.32,35.912,Bebes,MG,241,51,6693,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Minas Gerais
215915,Internet,B,2023-01-08,255.2,267.456,Games,DF,18666,49,14721,até 500,35 a 49,10.000 a 14.999,JAN,Domingo,Distrito Federal
243755,Mobile,A,2023-04-04,130.32,133.512,Bebes,MG,18054,56,7566,até 500,50 a 79,4.000 a 9.999,APR,Terça-feira,Minas Gerais
415275,Mobile,B,2023-02-15,77.52000000000001,89.84,Decoracao,SP,3655,34,3382,até 500,20 a 34,2.000 a 3.999,FEB,Quarta-feira,São Paulo
139120,Internet,B,2023-03-14,133.848,145.31199999999998,Eletroportateis,ES,20518,31,9355,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,Espírito Santo
295530,Mobile,B,2023-03-15,35.28,39.2,Acessorios_e_Inovacoes,SP,25558,32,8450,até 500,20 a 34,4.000 a 9.999,MAR,Quarta-feira,São Paulo
309960,Internet,A,2023-02-16,759.2,767.12,Eletrodomesticos,RJ,8444,84,11765,500 a 1.499,80 ou mais,10.000 a 14.999,FEB,Quinta-feira,Rio de Janeiro
410785,Internet,A,2023-04-16,783.216,855.1360000000001,Moveis,RJ,17919,87,11290,500 a 1.499,80 ou mais,10.000 a 14.999,APR,Domingo,Rio de Janeiro
162485,Internet,B,2023-03-04,307.91999999999996,315.11199999999997,Eletroportateis,SP,4866,30,1992,até 500,20 a 34,até 2000,MAR,Sábado,São Paulo
316970,Internet,B,2023-02-18,87.92,93.512,Bebes,SP,6643,49,8321,até 500,35 a 49,4.000 a 9.999,FEB,Sábado,São Paulo
404025,Aplicativo,B,2023-03-14,205.12800000000001,215.05599999999998,Pet_Shop,SP,25848,85,14158,até 500,80 ou mais,10.000 a 14.999,MAR,Terça-feira,São Paulo
396930,Internet,B,2023-02-19,127.92,143.91199999999998,Eletroportateis,SP,11519,41,3087,até 500,35 a 49,2.000 a 3.999,FEB,Domingo,São Paulo
401010,Internet,A,2023-01-11,79.92,81.512,Bebes,MG,1247,79,9103,até 500,50 a 79,4.000 a 9.999,JAN,Quarta-feira,Minas Gerais
452655,Mobile,B,2023-03-09,167.2,175.192,Acessorios_e_Inovacoes,MT,25001,20,8797,até 500,20 a 34,4.000 a 9.999,MAR,Quinta-feira,Mato Grosso
497215,Aplicativo,B,2023-02-08,351.2,359.12,Eletrodomesticos,SP,9139,84,14729,até 500,80 ou mais,10.000 a 14.999,FEB,Quarta-feira,São Paulo
